,target
42178,0
42182,0
42185,0
42190,0
42191,0
42195,0
42199,0
42205,0
42212,0
42217,0
42218,0
42231,0
42238,0
42242,0
42252,0
42255,0
42256,0
42260,0
42264,0
42266,0
42275,0
42286,0
42291,0
42299,0
42308,0
42319,0
42321,0
42328,0
42336,0
42344,0
42350,0
42363,0
42368,0
42379,0
42380,0
42386,0
42397,0
42399,0
42423,0
42438,0
42439,0
42442,0
42453,0
42456,0
42458,0
42462,0
42463,0
42469,0
42474,0
42476,0
42478,0
42488,0
42494,0
42497,0
42498,0
42501,0
42504,0
42521,0
42528,0
42530,0
42531,0
42534,0
42539,0
42543,0
42545,0
42547,0
42559,0
42572,0
42574,0
42578,0
42579,0
42580,0
42583,0
42589,0
42592,0
42595,0
42598,0
42601,0
42607,0
42609,0
42617,0
42618,0
42620,0
42622,0
42635,0
42643,0
42650,0
42660,0
42664,0
42665,0
42676,0
42680,0
42684,0
42685,0
42687,0
42688,0
42692,0
42710,0
42716,0
42720,0
42725,0
42726,0
42727,0
42730,0
42731,0
42733,0
42735,0
42741,0
42742,0
42748,0
42754,0
42759,0
42768,0
42769,0
42777,0
42782,0
42788,0
42792,0
42798,0
42805,0
42813,0
42817,0
42831,0
42834,0
42837,0
42839,0
42843,0
42846,0
42848,0
42863,0
42868,0
42872,0
42880,0
42882,0
42884,0
42886,0
42898,0
42919,0
42928,0
42932,0
42935,0
42940,0
42944,0
42952,0
42959,0
42964,0
42985,0
42986,0
42987,0
42990,0
42992,0
42998,0
43004,0
43015,0
43017,0
43020,0
43022,0
43027,0
43030,0
43032,0
43038,0
43051,0
43053,0
43064,0
43073,0
43082,0
43087,0
43089,0
43110,0
43116,0
43122,0
43129,0
43131,0
43132,0
43136,0
43139,0
43149,0
43154,0
43158,0
43163,0
43168,0
43169,0
43176,0
43182,0
43185,0
43188,0
43190,0
43191,0
43192,0
43205,0
43210,0
43216,0
43218,0
43221,0
43227,0
43238,0
43244,0
43248,0
43252,0
43263,0
43267,0
43281,0
43282,0
43284,0
43285,0
43309,0
43312,0
43314,0
43322,0
43330,0
43345,0
43349,0
43356,0
43359,0
43364,0
43370,0
43378,0
43379,0
43390,0
43404,0
43406,0
43408,0
43413,0
43417,0
43422,0
43438,0
43440,0
43451,0
43452,0
43456,0
43466,0
43474,0
43480,0
43481,0
43488,0
43490,0
43493,0
43496,0
43498,0
43499,0
43500,0
43508,0
43514,0
43517,0
43518,0
43528,0
43531,0
43533,0
43543,0
43550,0
43553,0
43557,0
43560,0
43562,0
43564,0
43567,0
43573,0
43575,0
43576,0
43588,0
43590,0
43591,0
43598,0
43601,0
43603,0
43604,0
43608,0
43622,0
43626,0
43627,0
43628,0
43634,0
43635,0
43642,0
43643,0
43645,0
43648,0
43651,0
43654,0
43661,0
43671,0
43673,0
43674,0
43679,0
43681,0
43695,0
43707,0
43709,0
43710,0
43717,0
43720,0
43724,0
43725,0
43734,0
43736,0
43738,0
43739,0
43740,0
43742,0
43747,0
43767,0
43776,0
43780,0
43783,0
43784,0
43796,0
43803,0
43804,0
43810,0
43817,0
43821,0
43822,0
43825,0
43829,0
43832,0
43835,0
43841,0
43845,0
43857,0
43869,0
43872,0
43873,0
43877,0
43884,0
43886,0
43893,0
43897,0
43898,0
43900,0
43903,0
43906,0
43917,0
43928,0
43929,0
43931,0
43942,0
43944,0
43949,0
43962,0
43972,0
43974,0
43978,0
43981,0
43986,0
43987,0
43992,0
43995,0
43996,0
43999,0
44007,0
44014,0
44019,0
44030,0
44036,0
44038,0
44044,0
44048,0
44052,0
44055,0
44068,0
44072,0
44073,0
44077,0
44085,0
44089,0
44105,0
44110,0
44125,0
44135,0
44151,0
44155,0
44157,0
44160,0
44166,0
44168,0
44172,0
44184,0
44193,0
44197,0
44202,0
44204,0
44207,0
44209,0
44214,0
44216,0
44219,0
44220,0
44223,0
44226,0
44227,0
44230,0
44241,0
44247,0
44248,0
44253,0
44255,0
44266,0
44270,0
44278,0
44286,0
44293,0
44294,0
44297,0
44301,0
44312,0
44313,0
44319,0
44320,0
44326,0
44332,0
44353,0
44355,0
44359,0
44364,0
44366,0
44390,0
44391,0
44396,0
44401,0
44408,0
44410,0
44424,0
44429,0
44441,0
44443,0
44444,0
44454,0
44456,0
44460,0
44461,0
44475,0
44477,0
44479,0
44481,0
44485,0
44490,0
44498,0
44501,0
44505,0
44506,0
44511,0
44514,0
44517,0
44521,0
44524,0
44527,0
44528,0
44532,0
44533,0
44541,0
44544,0
44550,0
44556,0
44560,0
44566,0
44571,0
44580,0
44581,0
44582,0
44591,0
44599,0
44604,0
44608,0
44616,0
44623,0
44624,0
44632,0
44656,0
44658,0
44669,0
44673,0
44674,0
44685,0
44686,0
44693,0
44695,0
44697,0
44698,0
44710,0
44714,0
44719,0
44720,0
44723,0
44727,0
44734,0
44743,0
44768,0
44771,0
44779,0
44780,0
44784,0
44791,0
44799,0
44809,0
44812,0
44825,0
44828,0
44835,0
44842,0
44844,0
44847,0
44849,0
44850,0
44851,0
44859,0
44860,0
44862,0
44866,0
44871,0
44880,0
44885,0
44887,0
44898,0
44902,0
44903,0
44907,0
44910,0
44915,0
44918,0
44937,0
44939,0
44953,0
44956,0
44961,0
44967,0
44968,0
44971,0
44974,0
44977,0
44986,0
44988,0
44991,0
44998,0
45000,0
45007,0
45008,0
45016,0
45025,0
45033,0
45043,0
45047,0
45053,0
45056,0
45061,0
45064,0
45065,0
45066,0
45068,0
45071,0
45078,0
45079,0
45087,0
45093,0
45095,0
45097,0
45100,0
45104,0
45111,0
45126,0
45129,0
45131,0
45134,0
45136,0
45137,0
45139,0
45140,0
45144,0
45157,0
45167,0
45171,0
45183,0
45210,0
45217,0
45224,0
45232,0
45234,0
45239,0
45243,0
45246,0
45256,0
45260,0
45263,0
45266,0
45282,0
45284,0
45291,0
45292,0
45298,0
45299,0
45302,0
45305,0
45309,0
45319,0
45323,0
45333,0
45336,0
45348,0
45352,0
45355,0
45358,0
45361,0
45366,0
45368,0
45371,0
45376,0
45383,0
45384,0
45386,0
45389,0
45393,0
45394,0
45402,0
45403,0
45404,0
45413,0
45423,0
45425,0
45428,0
45430,0
45437,0
45446,0
45450,0
45452,0
45457,0
45459,0
45465,0
45471,0
45478,0
45480,0
45482,0
45483,0
45491,0
45494,0
45497,0
45500,0
45510,0
45523,0
45528,0
45534,0
45536,0
45537,0
45538,0
45540,0
45547,0
45548,0
45556,0
45559,0
45569,0
45571,0
45574,0
45576,0
45581,0
45583,0
45587,0
45591,0
45608,0
45609,0
45612,0
45621,0
45627,0
45633,0
45635,0
45637,0
45638,0
45639,0
45640,0
45653,0
45660,0
45666,0
45669,0
45685,0
45690,0
45698,0
45704,0
45705,0
45713,0
45718,0
45723,0
45725,0
45726,0
45727,0
45730,0
45734,0
45736,0
45738,0
45754,0
45756,0
45766,0
45783,0
45790,0
45797,0
45798,0
45800,0
45801,0
45802,0
45803,0
45814,0
45815,0
45823,0
45832,0
45833,0
45841,0
45843,0
45844,0
45847,0
45853,0
45857,0
45860,0
45861,0
45867,0
45868,0
45869,0
45882,0
45889,0
45892,0
45893,0
45896,0
45897,0
45905,0
45909,0
45912,0
45913,0
45914,0
45916,0
45922,0
45925,0
45927,0
45928,0
45934,0
45936,0
45942,0
45943,0
45947,0
45959,0
45967,0
45970,0
45978,0
45981,0
45984,0
45991,0
45993,0
45998,0
45999,0
46005,0
46015,0
46018,0
46019,0
46036,0
46037,0
46045,0
46051,0
46054,0
46058,0
46061,0
46062,0
46065,0
46069,0
46075,0
46084,0
46089,0
46092,0
46098,0
46103,0
46105,0
46116,0
46119,0
46122,0
46136,0
46145,0
46150,0
46156,0
46164,0
46166,0
46167,0
46173,0
46177,0
46198,0
46202,0
46205,0
46206,0
46213,0
46216,0
46221,0
46223,0
46227,0
46229,0
46233,0
46234,0
46238,0
46239,0
46246,0
46247,0
46250,0
46259,0
46260,0
46261,0
46267,0
46268,0
46272,0
46274,0
46277,0
46281,0
46283,0
46292,0
46293,0
46294,0
46318,0
46322,0
46325,0
46331,0
46339,0
46342,0
46343,0
46345,0
46346,0
46350,0
46352,0
46355,0
46357,0
46380,0
46384,0
46394,0
46397,0
46401,0
46415,0
46423,0
46426,0
46428,0
46431,0
46433,0
46440,0
46449,0
46452,0
46453,0
46454,0
46455,0
46460,0
46462,0
46464,0
46477,0
46484,0
46502,0
46508,0
46512,0
46521,0
46523,0
46536,0
46542,0
46547,0
46552,0
46554,0
46558,0
46564,0
46566,0
46570,0
46573,0
46576,0
46577,0
46586,0
46588,0
46589,0
46591,0
46592,0
46593,0
46595,0
46606,0
46613,0
46616,0
46623,0
46624,0
46628,0
46632,0
46635,0
46656,0
46658,0
46664,0
46679,0
46682,0
46683,0
46690,0
46692,0
46697,0
46698,0
46700,0
46712,0
46713,0
46722,0
46723,0
46725,0
46740,0
46747,0
46748,0
46764,0
46765,0
46775,0
46785,0
46790,0
46791,0
46807,0
46820,0
46826,0
46828,0
46843,0
46846,0
46859,0
46863,0
46865,0
46875,0
46879,0
46882,0
46883,0
46886,0
46888,0
46898,0
46901,0
46902,0
46903,0
46906,0
46922,0
46924,0
46927,0
46932,0
46935,0
46941,0
46951,0
46954,0
46958,0
46970,0
46974,0
46975,0
46983,0
46986,0
46988,0
47005,0
47006,0
47008,0
47012,0
47025,0
47028,0
47029,0
47032,0
47036,0
47045,0
47047,0
47048,0
47050,0
47054,0
47063,0
47065,0
47066,0
47068,0
47087,0
47100,0
47101,0
47106,0
47120,0
47126,0
47134,0
47136,0
47144,0
47148,0
47150,0
47159,0
47171,0
47173,0
47191,0
47196,0
47209,0
47215,0
47219,0
47228,0
47229,0
47230,0
47243,0
47247,0
47253,0
47255,0
47258,0
47259,0
47260,0
47264,0
47265,0
47269,0
47270,0
47280,0
47293,0
47299,0
47301,0
47304,0
47307,0
47316,0
47327,0
47329,0
47332,0
47335,0
47336,0
47347,0
47353,0
47358,0
47360,0
47362,0
47363,0
47378,0
47387,0
47400,0
47404,0
47408,0
47412,0
47414,0
47417,0
47418,0
47420,0
47427,0
47434,0
47439,0
47455,0
47458,0
47473,0
47484,0
47493,0
47504,0
47506,0
47508,0
47511,0
47517,0
47521,0
47547,0
47548,0
47549,0
47550,0
47553,0
47554,0
47555,0
47559,0
47560,0
47564,0
47566,0
47568,0
47571,0
47585,0
47586,0
47589,0
47613,0
47617,0
47618,0
47620,0
47626,0
47631,0
47634,0
47635,0
47636,0
47638,0
47646,0
47650,0
47656,0
47657,0
47661,0
47665,0
47674,0
47681,0
47686,0
47692,0
47693,0
47695,0
47705,0
47708,0
47712,0
47715,0
47716,0
47719,0
47726,0
47728,0
47730,0
47735,0
47739,0
47744,0
47757,0
47759,0
47760,0
47764,0
47765,0
47774,0
47776,0
47777,0
47779,0
47780,0
47784,0
47791,0
47792,0
47797,0
47799,0
47800,0
47801,0
47803,0
47812,0
47819,0
47831,0
47840,0
47841,0
47845,0
47853,0
47856,0
47864,0
47865,0
47866,0
47872,0
47874,0
47879,0
47880,0
47885,0
47893,0
47901,0
47909,0
47914,0
47918,0
47919,0
47920,0
47939,0
47943,0
47947,0
47955,0
47962,0
47971,0
47972,0
47977,0
47980,0
47984,0
47994,0
47999,0
48002,0
48029,0
48030,0
48034,0
48035,0
48037,0
48042,0
48043,0
48048,0
48054,0
48055,0
48068,0
48070,0
48074,0
48078,0
48088,0
48093,0
48097,0
48098,0
48100,0
48103,0
48104,0
48111,0
48116,0
48125,0
48134,0
48136,0
48140,0
48149,0
48150,0
48160,0
48162,0
48176,0
48177,0
48187,0
48195,0
48206,0
48210,0
48211,0
48212,0
48230,0
48240,0
48241,0
48243,0
48246,0
48248,0
48257,0
48260,0
48266,0
48280,0
48281,0
48285,0
48288,0
48292,0
48294,0
48296,0
48299,0
48303,0
48309,0
48328,0
48332,0
48334,0
48338,0
48341,0
48346,0
48348,0
48353,0
48355,0
48359,0
48362,0
48364,0
48369,0
48371,0
48372,0
48375,0
48377,0
48378,0
48390,0
48393,0
48399,0
48402,0
48421,0
48425,0
48428,0
48431,0
48432,0
48435,0
48444,0
48445,0
48449,0
48451,0
48452,0
48453,0
48455,0
48460,0
48487,0
48488,0
48493,0
48510,0
48512,0
48518,0
48519,0
48520,0
48522,0
48524,0
48528,0
48529,0
48532,0
48536,0
48538,0
48540,0
48543,0
48547,0
48548,0
48551,0
48553,0
48560,0
48564,0
48568,0
48576,0
48581,0
48591,0
48596,0
48607,0
48611,0
48618,0
48620,0
48627,0
48633,0
48634,0
48636,0
48651,0
48662,0
48667,0
48677,0
48682,0
48686,0
48692,0
48693,0
48696,0
48699,0
48704,0
48706,0
48707,0
48709,0
48710,0
48711,0
48712,0
48716,0
48718,0
48719,0
48720,0
48721,0
48723,0
48734,0
48738,0
48745,0
48746,0
48748,0
48750,0
48751,0
48752,0
48753,0
48755,0
48762,0
48765,0
48766,0
48770,0
48773,0
48784,0
48796,0
48808,0
48817,0
48820,0
48823,0
48827,0
48834,0
48838,0
48841,0
48842,0
48845,0
48858,0
48859,0
48860,0
48862,0
48882,0
48883,0
48886,0
48888,0
48890,0
48897,0
48914,0
48918,0
48921,0
48922,0
48924,0
48928,0
48931,0
48948,0
48951,0
48955,0
48970,0
48971,0
48972,0
48975,0
48984,0
48986,0
48989,0
48992,0
48997,0
49003,0
49004,0
49011,0
49013,0
49016,0
49019,0
49020,0
49032,0
49036,0
49038,0
49046,0
49050,0
49060,0
49068,0
49073,0
49077,0
49080,0
49086,0
49087,0
49096,0
49108,0
49128,0
49130,0
49132,0
49134,0
49137,0
49139,0
49144,0
49146,0
49152,0
49168,0
49173,0
49174,0
49184,0
49191,0
49193,0
49196,0
49200,0
49205,0
49210,0
49214,0
49216,0
49217,0
49220,0
49221,0
49223,0
49233,0
49263,0
49270,0
49278,0
49279,0
49302,0
49307,0
49309,0
49311,0
49313,0
49319,0
49321,0
49323,0
49324,0
49331,0
49338,0
49340,0
49344,0
49346,0
49347,0
49358,0
49376,0
49379,0
49387,0
49392,0
49393,0
49399,0
49403,0
49409,0
49412,0
49414,0
49422,0
49430,0
49432,0
49457,0
49458,0
49461,0
49469,0
49477,0
49493,0
49497,0
49501,0
49502,0
49508,0
49518,0
49520,0
49525,0
49529,0
49534,0
49539,0
49541,0
49542,0
49546,0
49549,0
49551,0
49556,0
49557,0
49559,0
49563,0
49565,0
49566,0
49567,0
49575,0
49582,0
49583,0
49585,0
49589,0
49600,0
49601,0
49604,0
49605,0
49624,0
49626,0
49632,0
49633,0
49637,0
49642,0
49644,0
49655,0
49656,0
49658,0
49659,0
49663,0
49664,0
49665,0
49668,0
49669,0
49672,0
49682,0
49684,0
49686,0
49694,0
49697,0
49700,0
49702,0
49707,0
49709,0
49713,0
49715,0
49720,0
49730,0
49734,0
49735,0
49739,0
49740,0
49743,0
49744,0
49746,0
49748,0
49751,0
49754,0
49758,0
49759,0
49760,0
49762,0
49763,0
49782,0
49784,0
49785,0
49793,0
49800,0
49801,0
49803,0
49808,0
49810,0
49815,0
49838,0
49839,0
49842,0
49845,0
49848,0
49858,0
49871,0
49876,0
49877,0
49878,0
49883,0
49896,0
49897,0
49900,0
49913,0
49914,0
49916,0
49923,0
49933,0
49936,0
49940,0
49944,0
49946,0
49950,0
49953,0
49954,0
49955,0
49960,0
49962,0
49973,0
49979,0
49980,0
49989,0
49999,0
50003,0
50005,0
50011,0
50014,0
50015,0
50019,0
50022,0
50025,0
50027,0
50028,0
50034,0
50036,0
50038,0
50040,0
50042,0
50044,0
50045,0
50047,0
50056,0
50058,0
50060,0
50061,0
50066,0
50067,0
50070,0
50076,0
50079,0
50080,0
50095,0
50097,0
50099,0
50104,0
50111,0
50126,0
50127,0
50129,0
50135,0
50136,0
50137,0
50145,0
50148,0
50152,0
50161,0
50167,0
50171,0
50172,0
50177,0
50181,0
50184,0
50185,0
50187,0
50194,0
50201,0
50208,0
50210,0
50218,0
50220,0
50221,0
50225,0
50229,0
50239,0
50242,0
50244,0
50248,0
50251,0
50260,0
50263,0
50273,0
50275,0
50283,0
50287,0
50298,0
50300,0
50301,0
50304,0
50306,0
50307,0
50308,0
50310,0
50313,0
50321,0
50325,0
50331,0
50340,0
50342,0
50343,0
50344,0
50348,0
50360,0
50361,0
50385,0
50392,0
50397,0
50402,0
50403,0
50405,0
50408,0
50414,0
50416,0
50427,0
50429,0
50436,0
50445,0
50446,0
50460,0
50461,0
50464,0
50466,0
50472,0
50476,0
50479,0
50484,0
50485,0
50491,0
50495,0
50501,0
50505,0
50511,0
50513,0
50515,0
50523,0
50524,0
50532,0
50533,0
50534,0
50535,0
50536,0
50539,0
50541,0
50550,0
50551,0
50554,0
50555,0
50559,0
50565,0
50573,0
50574,0
50587,0
50591,0
50593,0
50604,0
50608,0
50612,0
50615,0
50622,0
50623,0
50624,0
50628,0
50634,0
50638,0
50645,0
50656,0
50664,0
50666,0
50670,0
50671,0
50677,0
50680,0
50681,0
50685,0
50715,0
50718,0
50722,0
50724,0
50725,0
50730,0
50731,0
50736,0
50740,0
50742,0
50749,0
50754,0
50761,0
50764,0
50769,0
50773,0
50781,0
50783,0
50784,0
50788,0
50790,0
50795,0
50796,0
50807,0
50825,0
50829,0
50831,0
50833,0
50835,0
50847,0
50856,0
50857,0
50858,0
50861,0
50866,0
50867,0
50885,0
50886,0
50900,0
50901,0
50902,0
50911,0
50914,0
50915,0
50922,0
50924,0
50929,0
50931,0
50937,0
50945,0
50952,0
50955,0
50959,0
50965,0
50976,0
50979,0
50982,0
50995,0
51012,0
51027,0
51032,0
51038,0
51051,0
51055,0
51059,0
51068,0
51073,0
51076,0
51078,0
51081,0
51084,0
51088,0
51090,0
51102,0
51111,0
51114,0
51118,0
51119,0
51125,0
51145,0
51150,0
51151,0
51166,0
51169,0
51176,0
51185,0
51189,0
51195,0
51198,0
51206,0
51209,0
51211,0
51212,0
51213,0
51223,0
51227,0
51230,0
51232,0
51237,0
51239,0
51253,0
51258,0
51262,0
51264,0
51273,0
51278,0
51280,0
51281,0
51283,0
51293,0
51295,0
51299,0
51303,0
51307,0
51309,0
51317,0
51326,0
51332,0
51341,0
51343,0
51348,0
51351,0
51361,0
51363,0
51368,0
51370,0
51372,0
51375,0
51376,0
51381,0
51389,0
51392,0
51401,0
51403,0
51420,0
51425,0
51430,0
51443,0
51456,0
51457,0
51460,0
51479,0
51481,0
51482,0
51485,0
51488,0
51496,0
51500,0
51501,0
51506,0
51511,0
51514,0
51515,0
51517,0
51520,0
51524,0
51529,0
51542,0
51551,0
51562,0
51574,0
51584,0
51585,0
51586,0
51590,0
51591,0
51594,0
51598,0
51600,0
51609,0
51612,0
51621,0
51622,0
51626,0
51627,0
51632,0
51634,0
51636,0
51646,0
51653,0
51656,0
51664,0
51667,0
51668,0
51676,0
51682,0
51686,0
51691,0
51699,0
51700,0
51704,0
51711,0
51730,0
51734,0
51737,0
51743,0
51752,0
51761,0
51762,0
51764,0
51766,0
51782,0
51784,0
51789,0
51790,0
51799,0
51801,0
51803,0
51812,0
51815,0
51817,0
51820,0
51830,0
51832,0
51839,0
51846,0
51852,0
51858,0
51868,0
51880,0
51883,0
51884,0
51885,0
51887,0
51888,0
51895,0
51903,0
51915,0
51921,0
51925,0
51927,0
51937,0
51939,0
51942,0
51943,0
51945,0
51957,0
51966,0
51969,0
51970,0
51974,0
51978,0
51982,0
51989,0
52002,0
52018,0
52022,0
52024,0
52029,0
52031,0
52032,0
52037,0
52057,0
52065,0
52067,0
52069,0
52093,0
52094,0
52103,0
52111,0
52112,0
52115,0
52122,0
52136,0
52138,0
52140,0
52151,0
52155,0
52158,0
52162,0
52167,0
52168,0
52171,0
52178,0
52180,0
52181,0
52184,0
52189,0
52191,0
52196,0
52200,0
52205,0
52222,0
52226,0
52229,0
52230,0
52246,0
52248,0
52258,0
52259,0
52261,0
52263,0
52268,0
52269,0
52273,0
52278,0
52283,0
52284,0
52285,0
52290,0
52295,0
52297,0
52298,0
52305,0
52313,0
52315,0
52318,0
52320,0
52322,0
52325,0
52326,0
52346,0
52352,0
52365,0
52367,0
52375,0
52376,0
52389,0
52391,0
52394,0
52399,0
52402,0
52403,0
52411,0
52422,0
52423,0
52429,0
52434,0
52442,0
52448,0
52456,0
52460,0
52466,0
52478,0
52484,0
52487,0
52488,0
52494,0
52501,0
52508,0
52524,0
52525,0
52526,0
52527,0
52542,0
52544,0
52545,0
52549,0
52552,0
52568,0
52571,0
52576,0
52578,0
52584,0
52590,0
52609,0
52611,0
52620,0
52624,0
52626,0
52631,0
52636,0
52639,0
52650,0
52661,0
52662,0
52663,0
52665,0
52671,0
52672,0
52675,0
52687,0
52688,0
52696,0
52710,0
52713,0
52715,0
52716,0
52718,0
52719,0
52720,0
52722,0
52730,0
52734,0
52738,0
52739,0
52747,0
52749,0
52755,0
52758,0
52763,0
52764,0
52765,0
52770,0
52773,0
52778,0
52789,0
52792,0
52794,0
52795,0
52801,0
52804,0
52808,0
52818,0
52825,0
52827,0
52834,0
52835,0
52837,0
52845,0
52850,0
52853,0
52858,0
52859,0
52862,0
52863,0
52871,0
52880,0
52881,0
52882,0
52885,0
52899,0
52901,0
52902,0
52903,0
52906,0
52908,0
52912,0
52913,0
52916,0
52917,0
52922,0
52929,0
52936,0
52938,0
52939,0
52945,0
52967,0
52968,0
52973,0
52975,0
52999,0
53007,0
53012,0
53013,0
53022,0
53031,0
53037,0
53038,0
53040,0
53042,0
53043,0
53044,0
53047,0
53048,0
53054,0
53059,0
53060,0
53069,0
53072,0
53080,0
53083,0
53087,0
53088,0
53094,0
53101,0
53116,0
53120,0
53122,0
53124,0
53128,0
53134,0
53140,0
53143,0
53150,0
53156,0
53166,0
53167,0
53171,0
53173,0
53177,0
53181,0
53185,0
53186,0
53205,0
53207,0
53208,0
53210,0
53215,0
53216,0
53222,0
53229,0
53232,0
53235,0
53238,0
53241,0
53248,0
53249,0
53252,0
53254,0
53256,0
53258,0
53259,0
53263,0
53264,0
53266,0
53268,0
53282,0
53283,0
53290,0
53292,0
53296,0
53298,0
53312,0
53316,0
53321,0
53331,0
53336,0
53341,0
53342,0
53344,0
53348,0
53352,0
53363,0
53376,0
53387,0
53392,0
53409,0
53414,0
53416,0
53419,0
53421,0
53422,0
53423,0
53426,0
53436,0
53443,0
53449,0
53460,0
53463,0
53464,0
53475,0
53480,0
53484,0
53490,0
53497,0
53504,0
53515,0
53519,0
53521,0
53527,0
53542,0
53549,0
53551,0
53554,0
53556,0
53563,0
53569,0
53577,0
53579,0
53595,0
53597,0
53605,0
53606,0
53615,0
53617,0
53620,0
53622,0
53625,0
53650,0
53654,0
53659,0
53665,0
53669,0
53672,0
53675,0
53677,0
53687,0
53688,0
53690,0
53692,0
53693,0
53694,0
53698,0
53707,0
53730,0
53736,0
53748,0
53758,0
53759,0
53768,0
53779,0
53782,0
53794,0
53801,0
53806,0
53813,0
53817,0
53820,0
53834,0
53839,0
53840,0
53846,0
53851,0
53852,0
53858,0
53860,0
53861,0
53865,0
53870,0
53878,0
53881,0
53884,0
53910,0
53912,0
53913,0
53914,0
53917,0
53918,0
53924,0
53927,0
53933,0
53946,0
53967,0
53971,0
53977,0
53984,0
53986,0
53988,0
53994,0
53997,0
54007,0
54013,0
54024,0
54032,0
54035,0
54043,0
54044,0
54048,0
54062,0
54071,0
54074,0
54080,0
54086,0
54089,0
54113,0
54117,0
54122,0
54123,0
54128,0
54129,0
54134,0
54135,0
54142,0
54143,0
54148,0
54156,0
54159,0
54163,0
54169,0
54172,0
54177,0
54181,0
54185,0
54193,0
54198,0
54201,0
54204,0
54216,0
54221,0
54222,0
54227,0
54230,0
54233,0
54239,0
54242,0
54249,0
54252,0
54255,0
54256,0
54257,0
54263,0
54265,0
54269,0
54278,0
54281,0
54285,0
54292,0
54304,0
54305,0
54306,0
54313,0
54314,0
54323,0
54330,0
54337,0
54347,0
54351,0
54362,0
54363,0
54372,0
54377,0
54378,0
54379,0
54380,0
54394,0
54405,0
54406,0
54407,0
54408,0
54410,0
54411,0
54417,0
54423,0
54427,0
54428,0
54433,0
54435,0
54452,0
54471,0
54473,0
54484,0
54488,0
54490,0
54491,0
54493,0
54496,0
54497,0
54502,0
54504,0
54505,0
54512,0
54519,0
54528,0
54530,0
54532,0
54535,0
54540,0
54543,0
54551,0
54554,0
54555,0
54557,0
54560,0
54567,0
54568,0
54570,0
54580,0
54581,0
54582,0
54586,0
54605,0
54606,0
54609,0
54612,0
54613,0
54616,0
54617,0
54627,0
54636,0
54639,0
54643,0
54651,0
54656,0
54660,0
54661,0
54667,0
54678,0
54689,0
54691,0
54706,0
54707,0
54723,0
54726,0
54728,0
54730,0
54743,0
54747,0
54753,0
54756,0
54762,0
54765,0
54768,0
54784,0
54785,0
54791,0
54797,0
54801,0
54802,0
54806,0
54811,0
54812,0
54815,0
54816,0
54831,0
54834,0
54842,0
54851,0
54872,0
54874,0
54882,0
54888,0
54901,0
54905,0
54921,0
54924,0
54925,0
54927,0
54937,0
54940,0
54942,0
54950,0
54951,0
54954,0
54958,0
54973,0
54975,0
54982,0
54983,0
54989,0
54992,0
54997,0
55004,0
55005,0
55020,0
55028,0
55034,0
55036,0
55042,0
55047,0
55056,0
55060,0
55062,0
55065,0
55073,0
55076,0
55078,0
55082,0
55085,0
55086,0
55093,0
55100,0
55105,0
55130,0
55131,0
55140,0
55154,0
55155,0
55156,0
55166,0
55173,0
55178,0
55179,0
55184,0
55192,0
55195,0
55217,0
55224,0
55245,0
55246,0
55248,0
55249,0
55259,0
55265,0
55268,0
55279,0
55284,0
55285,0
55289,0
55298,0
55300,0
55301,0
55305,0
55310,0
55311,0
55314,0
55333,0
55335,0
55342,0
55362,0
55364,0
55366,0
55367,0
55376,0
55384,0
55401,0
55415,0
55420,0
55432,0
55434,0
55446,0
55450,0
55453,0
55461,0
55466,0
55472,0
55473,0
55480,0
55481,0
55490,0
55499,0
55500,0
55509,0
55517,0
55518,0
55537,0
55538,0
55540,0
55543,0
55547,0
55548,0
55551,0
55562,0
55564,0
55569,0
55570,0
55572,0
55573,0
55583,0
55587,0
55590,0
55591,0
55602,0
55604,0
55609,0
55612,0
55622,0
55623,0
55631,0
55634,0
55640,0
55642,0
55643,0
55657,0
55659,0
55664,0
55665,0
55666,0
55670,0
55689,0
55692,0
55699,0
55703,0
55705,0
55707,0
55708,0
55710,0
55711,0
55723,0
55724,0
55730,0
55736,0
55742,0
55745,0
55757,0
55758,0
55760,0
55770,0
55771,0
55772,0
55773,0
55777,0
55778,0
55786,0
55788,0
55790,0
55793,0
55799,0
55804,0
55812,0
55814,0
55817,0
55818,0
55819,0
55827,0
55835,0
55839,0
55841,0
55853,0
55859,0
55864,0
55870,0
55871,0
55873,0
55875,0
55883,0
55884,0
55887,0
55900,0
55910,0
55920,0
55925,0
55926,0
55927,0
55934,0
55935,0
55957,0
55959,0
55963,0
55967,0
55971,0
55974,0
55975,0
55977,0
55982,0
55983,0
55985,0
55987,0
55988,0
55991,0
55999,0
56000,0
56002,0
56009,0
56014,0
56015,0
56018,0
56027,0
56029,0
56030,0
56034,0
56051,0
56053,0
56059,0
56063,0
56066,0
56069,0
56077,0
56080,0
56089,0
56100,0
56102,0
56104,0
56106,0
56107,0
56111,0
56119,0
56125,0
56131,0
56153,0
56156,0
56157,0
56166,0
56168,0
56173,0
56174,0
56178,0
56180,0
56183,0
56189,0
56200,0
56211,0
56213,0
56221,0
56231,0
56251,0
56254,0
56262,0
56263,0
56265,0
56270,0
56273,0
56283,0
56325,0
56330,0
56333,0
56347,0
56355,0
56360,0
56362,0
56369,0
56373,0
56375,0
56384,0
56385,0
56387,0
56388,0
56397,0
56415,0
56416,0
56417,0
56418,0
56421,0
56423,0
56432,0
56435,0
56438,0
56439,0
56448,0
56450,0
56451,0
56454,0
56457,0
56472,0
